Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
TEX,Rangers,2,2,6,35,,,,64.0,278,58,34,32,8,63,30,,1,4.4445,1.36426,8.80236,4.19292,2.09934,1.0922,0.225514,0.107421,0.11809245496988297,,0.23344,0.282653,0.692825,4.22219,257.40000000000003,4.0218750000000005,249.0,3.890625,0.605522,0.171723,730.9299926757812,13,AL,Jacob Latz,656641,21306,21306
SFG,Giants,5,3,1,54,,,,54.0,224,47,22,20,4,58,18,,4,3.37627,1.20306,9.70999,3.00494,3.23134,0.706385,0.258248,0.0799196,0.17832812666893005,,0.231065,0.303617,0.72751,3.24602,278.20000000000005,5.151851851851853,268.0,4.962962962962963,0.60119,0.657747,144.55999755859375,30,NL,Ryan Walker,676254,20423,20423
ATL,Braves,5,3,0,48,,,,47.0,193,40,19,17,4,47,13,,1,3.34906,1.14402,8.98489,2.57254,3.49261,0.836393,0.242583,0.0694562,0.17312722653150558,,0.225922,0.28266,0.729395,3.29706,246.60000000000002,5.2468085106382985,235.0,5.0,0.598939,0.605176,214.39999389648438,16,NL,Robert Suarez,663158,30115,30115
KCR,Royals,3,5,13,24,,,,88.0,383,93,50,46,12,66,29,,4,4.70721,1.38605,6.76756,2.97445,2.27523,1.25527,0.172816,0.0759553,0.09686043858528137,,0.26584,0.297504,0.686561,4.58598,294.8,3.35,317.0,3.602272727272727,0.597892,0.430725,999.0,7,AL,Mitch Spence,687765,27707,27707
COL,Rockies,5,9,19,20,,,,97.0,441,109,59,54,13,62,44,,4,5.0402,1.5792,5.76194,4.10867,1.40238,1.20627,0.140946,0.100505,0.04044157266616821,,0.27732,0.301963,0.697406,5.07892,254.5000000000001,2.623711340206187,296.0,3.051546391752577,0.594966,0.897972,999.0,19,NL,Jose Quintana,500779,11423,11423
SDP,Padres,4,5,13,26,,,,85.0,366,85,45,41,12,74,28,,6,4.39097,1.33816,7.86024,3.00414,2.61647,1.24407,0.202776,0.0774999,0.1252763494849205,,0.257519,0.299849,0.705769,4.40591,306.4,3.604705882352941,315.0,3.7058823529411766,0.593397,0.522941,999.0,29,NL,Kyle Hart,606996,19646,19646
PHI,Phillies,3,2,0,44,,,,39.0,165,33,16,15,3,46,16,,2,3.37121,1.23961,10.647,3.65654,2.91176,0.675998,0.280452,0.0963169,0.184135302901268,,0.221287,0.302355,0.733795,3.1027,203.90000000000003,5.228205128205129,194.0,4.9743589743589745,0.588504,0.49637,746.0700073242188,26,NL,José Alvarado,621237,17780,17780
ATL,Braves,4,2,0,47,,,,46.0,185,38,18,17,5,50,11,,1,3.30483,1.06971,9.86886,2.1064,4.68518,1.00119,0.271169,0.0578779,0.2132907547056675,,0.221198,0.281862,0.733698,3.1857,244.10000000000002,5.306521739130435,229.0,4.978260869565218,0.587519,0.653579,100.62000274658203,16,NL,Raisel Iglesias,628452,17130,17130
HOU,Astros,4,5,15,15,,,,72.0,313,64,40,37,10,67,35,,3,4.60213,1.37919,8.4367,4.40822,1.91386,1.31256,0.215466,0.112582,0.10288406908512115,,0.233077,0.272102,0.700739,4.76047,263.4000000000001,3.6583333333333345,250.0,3.4722222222222223,0.587424,0.407663,470.2799987792969,21,AL,Cristian Javier,664299,17606,17606
KCR,Royals,2,2,1,48,,,,48.0,199,41,21,19,5,50,15,,3,3.62322,1.15861,9.37315,2.73332,3.42922,1.02343,0.252074,0.0735075,0.1785661056637764,,0.226704,0.283347,0.721448,3.61218,233.10000000000005,4.856250000000001,221.0,4.604166666666667,0.583744,0.497024,720.1400146484375,7,AL,Matt Strahm,621381,13799,13799
PHI,Phillies,5,3,0,56,,,,50.0,213,44,23,21,5,55,19,,4,3.72259,1.26164,9.7693,3.46345,2.82069,0.883776,0.256187,0.0908241,0.16536254435777664,,0.232006,0.299976,0.72236,3.61418,235.1,4.702,226.0,4.52,0.581455,0.384934,999.0,26,NL,Orion Kerkering,689147,31776,31776
ATH,Athletics,2,3,10,18,,,,55.0,235,55,29,26,7,45,18,,1,4.33454,1.34096,7.40177,2.91217,2.54167,1.2134,0.190901,0.0751087,0.11579251289367676,,0.257075,0.294157,0.709477,4.29461,210.89999999999998,3.834545454545454,217.0,3.9454545454545453,0.580622,0.488324,999.0,10,AL,Brady Basso,669620,25582,25582
HOU,Astros,4,5,17,22,,,,94.0,406,98,54,50,17,81,28,,5,4.73536,1.34705,7.70528,2.71988,2.83295,1.62183,0.198393,0.0700305,0.12836220115423203,,0.263763,0.295608,0.708049,4.82779,294.7,3.1351063829787233,312.0,3.3191489361702127,0.578586,0.302421,999.0,21,AL,Colton Gordon,676467,31312,31312
TBR,Rays,2,2,4,33,,,,59.0,249,58,30,28,8,53,16,,2,4.25389,1.25321,8.1056,2.45717,3.29876,1.22349,0.213306,0.0646625,0.14864317327737808,,0.250572,0.293626,0.695702,4.03236,239.40000000000003,4.057627118644068,243.0,4.11864406779661,0.578452,0.309365,999.0,12,AL,Mason Englert,669438,22288,22288
WSN,Nationals,4,6,12,34,,,,92.0,395,95,51,47,12,68,28,,6,4.64275,1.34505,6.66076,2.77316,2.40187,1.15332,0.171737,0.0715016,0.10023587197065353,,0.26356,0.296398,0.672875,4.44612,320.20000000000005,3.4804347826086963,338.0,3.6739130434782608,0.576166,0.431889,999.0,24,NL,Brad Lord,695418,31972,31972
LAD,Dodgers,3,2,3,49,,,,54.0,229,46,27,25,7,58,21,,1,4.17101,1.2391,9.53694,3.44906,2.76508,1.17159,0.251495,0.0909541,0.16054123640060425,,0.224811,0.277274,0.695798,3.92714,243.9,4.516666666666667,229.0,4.2407407407407405,0.575396,0.273454,999.0,22,NL,Jack Dreyer,676263,30249,30249
COL,Rockies,3,6,17,17,,,,79.0,355,84,52,48,12,67,36,,3,5.48319,1.52095,7.63655,4.11892,1.85401,1.37548,0.18895,0.101914,0.0870361477136612,,0.266075,0.304006,0.657031,4.90814,235.6,2.982278481012658,256.0,3.240506329113924,0.565125,0.398655,999.0,19,NL,Ryan Feltner,663372,21446,21446
ATL,Braves,3,2,0,54,,,,51.0,209,44,20,19,7,58,14,,0,3.32458,1.14348,10.3883,2.51197,4.13551,1.16208,0.280146,0.0677416,0.2124047353863716,,0.225034,0.287466,0.770698,3.34251,250.90000000000006,4.919607843137256,238.0,4.666666666666667,0.563981,0.719955,999.0,16,NL,Dylan Lee,669276,19996,19996
SDP,Padres,5,6,17,19,,,,89.0,391,90,51,47,13,79,36,,6,4.71002,1.40495,7.9539,3.59035,2.21536,1.31108,0.202014,0.0911882,0.11082615703344345,,0.257141,0.298431,0.696174,4.64867,296.70000000000005,3.33370786516854,308.0,3.460674157303371,0.562883,0.28562,740.9299926757812,29,NL,Walker Buehler,621111,19374,19374
CHC,Cubs,3,2,1,36,,,,37.0,149,31,14,13,4,41,9,,1,3.23684,1.08942,9.98648,2.27334,4.39286,0.974291,0.273028,0.0621526,0.21087494865059853,,0.221863,0.285273,0.744774,3.20009,196.00000000000003,5.297297297297298,185.0,5.0,0.558963,0.587976,748.530029296875,17,NL,Hunter Harvey,640451,15507,15507
CHW,White Sox,3,5,8,32,,,,60.0,270,59,35,32,5,54,31,,4,4.82067,1.49868,8.01935,4.62466,1.73404,0.757657,0.199355,0.114966,0.08438969403505325,,0.253586,0.309672,0.663714,4.20548,232.1,3.868333333333333,238.0,3.966666666666667,0.553842,-0.030814,999.0,4,AL,Jordan Hicks,663855,19618,19618
PIT,Pirates,2,3,15,21,,,,66.0,292,64,37,34,9,63,31,,6,4.60252,1.43466,8.55905,4.15828,2.05832,1.20348,0.215792,0.104839,0.11095264554023743,,0.252681,0.303457,0.704475,4.64497,226.3000000000001,3.42878787878788,228.0,3.4545454545454546,0.553773,0.466634,999.0,27,NL,Hunter Barco,682995,33174,33174
PIT,Pirates,3,3,0,53,,,,46.0,198,41,20,19,3,54,20,,5,3.6197,1.3043,10.5259,3.86376,2.72425,0.667493,0.273066,0.100235,0.17283054441213608,,0.233446,0.319762,0.722333,3.36477,229.90000000000006,4.997826086956523,224.0,4.869565217391305,0.551504,0.476623,728.4099731445312,27,NL,Gregory Soto,642397,19677,19677
ATL,Braves,3,3,8,26,,,,64.0,271,66,32,29,9,54,17,,1,4.12755,1.28827,7.68325,2.33108,3.296,1.23081,0.200586,0.0608575,0.13972892612218857,,0.258987,0.299124,0.720065,4.05099,245.30000000000004,3.8328125000000006,257.0,4.015625,0.54915,0.640297,999.0,16,NL,Dylan Dodd,689266,29928,29928
TOR,Blue Jays,4,5,17,17,,,,79.0,338,78,45,42,15,72,24,,3,4.74297,1.28679,8.18705,2.73407,2.99446,1.75707,0.213718,0.0713712,0.14234694838523865,,0.25148,0.280949,0.704479,4.89642,260.3,3.2949367088607597,263.0,3.329113924050633,0.549053,0.335913,546.9299926757812,14,AL,Max Scherzer,453286,3137,3137
KCR,Royals,3,5,17,21,,,,82.0,362,83,49,45,11,68,36,,6,4.89023,1.44245,7.45881,3.90142,1.91182,1.20776,0.187896,0.0982812,0.08961476385593414,,0.258332,0.297264,0.678987,4.73735,265.70000000000005,3.240243902439025,277.0,3.3780487804878048,0.54851,0.252152,999.0,7,AL,Mason Black,696131,30171,30171
ATH,Athletics,3,3,1,45,,,,52.0,217,45,24,22,6,54,19,,3,3.87891,1.23462,9.50703,3.28955,2.89007,0.991531,0.250983,0.0868431,0.16413957625627518,,0.229545,0.289702,0.709151,3.72228,236.0,4.538461538461538,224.0,4.3076923076923075,0.547111,0.41051,547.0499877929688,10,AL,Justin Sterner,686993,27694,27694
PHI,Phillies,4,4,6,35,,,,63.0,271,62,33,31,9,62,21,,2,4.36575,1.31796,8.78638,3.01139,2.91772,1.25792,0.227559,0.0779921,0.1495671346783638,,0.250819,0.300792,0.704542,4.10822,249.30000000000007,3.957142857142858,253.0,4.015873015873016,0.546372,0.402034,999.0,26,NL,Jonathan Bowlan,680742,24607,24607
BOS,Red Sox,3,4,10,15,,,,57.0,255,55,32,30,7,53,29,,3,4.65137,1.46187,8.3335,4.55496,1.82955,1.13874,0.208844,0.114151,0.09469341486692429,,0.246526,0.293591,0.700621,4.59824,202.69999999999993,3.556140350877192,204.0,3.5789473684210527,0.54006,0.382646,999.0,3,AL,Eduardo Rivera,700842,31280,31280
TOR,Blue Jays,6,4,0,52,,,,52.0,216,40,21,20,7,68,20,,4,3.3848,1.13276,11.6195,3.41481,3.40268,1.19175,0.313816,0.0922261,0.2215903177857399,,0.205929,0.277847,0.764182,3.64188,258.69999999999993,4.974999999999999,233.0,4.480769230769231,0.53635,0.588693,99.63999938964844,14,AL,Jeff Hoffman,656546,17432,17432
HOU,Astros,3,4,14,15,,,,63.0,277,59,35,32,8,61,32,,5,4.57787,1.45468,8.72056,4.64527,1.8773,1.13994,0.21883,0.116566,0.10226369649171829,,0.244614,0.296177,0.705987,4.61706,225.40000000000006,3.577777777777779,222.0,3.5238095238095237,0.534227,0.346646,999.0,21,AL,Lance McCullers Jr.,621121,14120,14120
SFG,Giants,2,2,10,22,,,,59.0,259,60,32,29,6,48,25,,3,4.49953,1.44842,7.44283,3.78293,1.96748,0.984176,0.18724,0.0951674,0.09207252413034439,,0.260525,0.30524,0.698665,4.3141,218.8,3.7084745762711866,229.0,3.8813559322033897,0.528903,0.313393,999.0,30,NL,JT Brubaker,664141,17578,17578
CHW,White Sox,3,5,14,17,,,,64.0,294,69,40,37,8,56,36,,2,5.17336,1.6347,7.94924,5.01785,1.58419,1.15283,0.191735,0.12103,0.07070505619049072,,0.268289,0.315978,0.69391,4.8089,193.80000000000004,3.0281250000000006,214.0,3.34375,0.5281,-0.0703582,999.0,4,AL,Doug Nikhazy,680951,30142,30142
HOU,Astros,3,3,9,15,,,,60.0,264,60,31,29,8,54,26,,2,4.32465,1.41989,8.13305,3.86912,2.10204,1.16468,0.205823,0.0979157,0.10790715366601944,,0.252052,0.297301,0.724612,4.39852,213.60000000000002,3.5600000000000005,220.0,3.6666666666666665,0.523638,0.503507,999.0,21,AL,J.P. France,641585,21212,21212
CHC,Cubs,4,4,15,19,,,,85.0,369,82,44,40,11,67,33,,3,4.2173,1.34749,7.03723,3.46994,2.02806,1.16128,0.18128,0.0893863,0.09189415723085403,,0.247047,0.279237,0.718306,4.50735,306.50000000000006,3.605882352941177,308.0,3.623529411764706,0.522626,0.817149,999.0,17,NL,Javier Assad,665871,21741,21741
MIN,Twins,4,4,3,47,,,,55.0,233,51,27,25,6,54,17,,3,4.00687,1.2307,8.77389,2.8244,3.10646,1.03096,0.232,0.0746831,0.15731727331876755,,0.239037,0.292149,0.69771,3.77352,248.6,4.52,245.0,4.454545454545454,0.520402,0.299219,735.4400024414062,8,AL,Cole Sands,663485,21461,21461
HOU,Astros,6,7,15,27,,,,93.0,407,89,52,48,14,84,41,,3,4.61573,1.40352,8.09416,4.00556,2.02073,1.34796,0.20562,0.101755,0.10386478155851364,,0.245911,0.283903,0.708692,4.71237,320.6,3.4473118279569896,319.0,3.4301075268817205,0.517511,0.360873,748.5399780273438,21,AL,AJ Blubaugh,805123,31764,31764
LAA,Angels,4,7,18,18,,,,76.0,336,75,46,42,11,71,35,,5,4.99352,1.44352,8.34489,4.18016,1.99631,1.24942,0.210005,0.105196,0.10480820387601852,,0.252028,0.298093,0.6728,4.67677,254.09999999999997,3.3434210526315784,259.0,3.4078947368421053,0.513847,0.135317,999.0,1,AL,George Klassen,691946,33464,33464
COL,Rockies,3,7,14,21,,,,83.0,378,102,53,49,12,53,29,,4,5.2923,1.57072,5.73118,3.12934,1.83143,1.25459,0.140462,0.0766951,0.06376700103282928,,0.29525,0.321919,0.677217,4.84752,208.40000000000003,2.510843373493976,266.0,3.2048192771084336,0.513494,0.481768,999.0,19,NL,Antonio Senzatela,622608,15488,15488
CLE,Guardians,2,2,8,24,,,,67.0,288,70,34,31,10,53,21,,2,4.22001,1.35901,7.12951,2.82889,2.52025,1.30429,0.183149,0.0726709,0.11047792434692383,,0.262382,0.295541,0.734652,4.46586,227.79999999999995,3.3999999999999995,242.0,3.611940298507463,0.51324,0.491208,999.0,5,AL,Kolby Allard,663465,18694,18694
CLE,Guardians,3,3,5,43,,,,61.0,255,55,28,26,8,61,19,,4,3.85418,1.2119,8.94802,2.83483,3.15646,1.21493,0.23764,0.0752869,0.16235336661338806,,0.235423,0.284237,0.729701,4.0233,263.0000000000001,4.311475409836067,254.0,4.163934426229508,0.511113,0.562641,999.0,5,AL,Hunter Gaddis,683769,25636,25636
DET,Tigers,4,3,4,53,,,,63.0,259,54,29,26,7,51,18,,2,3.76701,1.15222,7.26033,2.58082,2.81319,1.01153,0.195941,0.0696508,0.1262899562716484,,0.227825,0.261509,0.700862,3.93764,281.70000000000005,4.471428571428572,266.0,4.222222222222222,0.509728,0.548503,999.0,6,AL,Tyler Holton,663947,26231,26231
TBR,Rays,3,3,0,51,,,,49.0,206,43,23,21,6,55,17,,1,3.92224,1.21739,10.012,3.11728,3.21176,1.17357,0.265288,0.0825988,0.1826891154050827,,0.227302,0.286048,0.718656,3.68932,233.0,4.755102040816326,223.0,4.551020408163265,0.498943,0.253314,999.0,12,AL,Bryan Baker,641329,19804,19804
NYY,Yankees,4,3,0,55,,,,52.0,220,42,25,23,5,60,23,,3,3.92397,1.23473,10.4001,3.94133,2.63873,0.899899,0.274331,0.103963,0.1703675538301468,,0.214269,0.282896,0.694974,3.6047,256.1,4.925000000000001,237.0,4.5576923076923075,0.498545,0.156009,663.6500244140625,9,AL,Camilo Doval,666808,21992,21992
CHW,White Sox,4,9,18,22,,,,103.0,460,113,65,60,16,75,41,,3,5.26235,1.49848,6.57975,3.61886,1.81818,1.4083,0.163776,0.0900768,0.07369916141033173,,0.272029,0.299064,0.674475,5.00773,289.6000000000001,2.811650485436894,325.0,3.1553398058252426,0.491836,-0.16187,999.0,4,AL,Erick Fedde,607200,17425,17425
TEX,Rangers,4,3,0,50,,,,46.0,194,40,21,19,4,50,18,,1,3.7216,1.23662,9.83689,3.41648,2.87925,0.850897,0.259489,0.0901241,0.16936521232128143,,0.225473,0.291751,0.712833,3.41161,230.20000000000005,5.004347826086957,221.0,4.804347826086956,0.487175,0.248703,232.1199951171875,13,AL,Robert Garcia,676395,23363,23363
TBR,Rays,4,3,0,46,,,,43.0,177,32,18,17,4,54,17,,4,3.48095,1.14444,11.2728,3.52887,3.19444,0.924227,0.303678,0.0950646,0.20861388742923737,,0.207273,0.285623,0.72355,3.44944,230.8,5.367441860465116,208.0,4.837209302325581,0.484084,0.447671,505.4800109863281,12,AL,Garrett Cleavinger,664076,17897,17897
PIT,Pirates,3,4,10,15,,,,56.0,242,60,30,28,8,40,16,,2,4.44645,1.33741,6.42792,2.49095,2.58051,1.24547,0.166065,0.0643538,0.1017116829752922,,0.266136,0.294393,0.699852,4.45215,186.0,3.3214285714285716,202.0,3.607142857142857,0.483852,0.523617,999.0,27,NL,José Urquidy,664353,18413,18413
WSN,Nationals,3,4,6,27,,,,61.0,265,62,33,30,8,56,23,,2,4.53075,1.4106,8.26668,3.42645,2.41261,1.23706,0.209628,0.0868886,0.12273940443992615,,0.259533,0.306442,0.708776,4.32528,228.80000000000013,3.7508196721311498,238.0,3.901639344262295,0.482777,0.280115,999.0,24,NL,Paxton Schultz,687606,25501,25501
BOS,Red Sox,3,3,4,21,,,,56.0,242,60,30,28,8,45,16,,1,4.47298,1.35595,7.28514,2.50626,2.90678,1.25313,0.187255,0.0644201,0.1228349506855011,,0.267276,0.304364,0.702603,4.20065,199.0,3.5535714285714284,215.0,3.8392857142857144,0.479891,0.309361,999.0,3,AL,Jack Anderson,681252,30086,30086
ATH,Athletics,3,2,1,38,,,,44.0,185,47,21,19,4,31,9,,2,3.97714,1.29125,6.35623,1.93031,3.29286,0.910003,0.166022,0.0504189,0.11560326814651489,,0.269943,0.306664,0.705336,3.83219,183.20000000000005,4.163636363636365,197.0,4.4772727272727275,0.47654,0.284802,999.0,10,AL,Joel Kuhnel,669270,19995,19995
TOR,Blue Jays,3,4,12,18,,,,67.0,287,68,39,36,10,56,21,,4,4.80533,1.33521,7.54677,2.81878,2.67732,1.38688,0.194879,0.0727888,0.1220899298787117,,0.259749,0.29501,0.674294,4.56604,232.99999999999994,3.4776119402985066,242.0,3.611940298507463,0.476384,0.13835,999.0,14,AL,Lazaro Estrada,681751,24914,24914
SEA,Mariners,3,2,0,49,,,,53.0,223,46,23,21,5,53,18,,2,3.52031,1.20218,8.8785,3.10637,2.85816,0.848194,0.236363,0.0826977,0.15366533398628235,,0.226241,0.281743,0.726027,3.54393,257.1,4.850943396226415,246.0,4.6415094339622645,0.475734,0.280131,999.0,11,AL,Eduard Bazardo,660825,20997,20997
TEX,Rangers,3,2,0,37,,,,33.0,137,32,14,13,3,32,6,,1,3.38692,1.12856,8.62798,1.56549,5.51136,0.925062,0.233911,0.0424416,0.19146959111094475,,0.245597,0.301484,0.730719,3.18851,167.10000000000002,5.063636363636364,169.0,5.121212121212121,0.473895,0.290754,638.3599853515625,13,AL,Chris Martin,455119,11847,11847
COL,Rockies,1,2,2,41,,,,53.0,227,53,28,26,7,50,16,,4,4.34423,1.29933,8.47294,2.75733,3.07287,1.22796,0.220469,0.0717468,0.1487220972776413,,0.255546,0.305055,0.698958,4.17952,208.3,3.9301886792452834,214.0,4.037735849056604,0.472481,0.452451,999.0,19,NL,Jimmy Herget,623474,17556,17556
TOR,Blue Jays,3,2,1,54,,,,50.0,213,43,23,21,6,57,20,,3,3.7926,1.23856,10.2123,3.52725,2.89527,1.01289,0.269177,0.0929712,0.17620553076267242,,0.224856,0.291537,0.722034,3.67932,229.39999999999998,4.587999999999999,217.0,4.34,0.471534,0.314597,999.0,14,AL,Mason Fluharty,689254,31553,31553
ATH,Athletics,3,4,10,16,,,,54.0,238,52,32,29,6,46,26,,4,4.9193,1.45418,7.66561,4.38674,1.74745,0.951207,0.192554,0.110192,0.0823625698685646,,0.250855,0.297287,0.658438,4.51408,192.60000000000002,3.566666666666667,194.0,3.5925925925925926,0.470475,0.150761,999.0,10,AL,Luis Medina,665622,21649,21649
ATH,Athletics,3,4,7,39,,,,75.0,332,68,38,35,9,75,40,,3,4.22063,1.42883,8.99118,4.77034,1.88481,1.02734,0.226905,0.120386,0.10651855170726776,,0.234869,0.289151,0.724251,4.34918,288.5,3.8466666666666667,279.0,3.72,0.469772,0.565819,618.1699829101562,10,AL,Hogan Harris,663687,21520,21520
HOU,Astros,3,2,0,55,,,,56.0,237,42,24,22,6,75,29,,3,3.53405,1.28922,12.173,4.7601,2.5573,1.04829,0.316457,0.123746,0.1927107274532318,,0.205889,0.28952,0.765796,3.68781,285.4000000000001,5.096428571428573,256.0,4.571428571428571,0.467998,0.489123,181.6999969482422,21,AL,Bryan Abreu,650556,16609,16609
PIT,Pirates,4,4,0,54,,,,53.0,222,46,24,22,5,48,19,,3,3.73893,1.22848,8.19137,3.19115,2.5669,0.797787,0.216828,0.0844706,0.1323571279644966,,0.230471,0.281151,0.703487,3.68447,241.10000000000005,4.549056603773586,230.0,4.339622641509434,0.467941,0.453015,150.50999450683594,27,NL,Dennis Santana,642701,17878,17878
SDP,Padres,3,3,0,43,,,,48.0,204,41,23,21,4,45,20,,4,3.87166,1.27222,8.48097,3.69715,2.29392,0.686971,0.2221,0.096821,0.1252785176038742,,0.229364,0.28684,0.690456,3.70414,217.40000000000006,4.529166666666668,206.0,4.291666666666667,0.463069,0.147859,999.0,29,NL,Bradgley Rodriguez,699134,29107,29107
TOR,Blue Jays,3,2,1,49,,,,53.0,224,43,23,21,6,60,25,,3,3.68107,1.28586,10.3052,4.19759,2.45504,0.972193,0.268562,0.109392,0.1591699942946434,,0.218812,0.285489,0.741463,3.80487,242.60000000000002,4.577358490566038,223.0,4.2075471698113205,0.46173,0.482354,999.0,14,AL,Braydon Fisher,680755,24609,24609
LAA,Angels,2,3,9,27,,,,53.0,233,49,29,26,7,55,26,,2,4.4513,1.40874,9.38523,4.35033,2.15736,1.18143,0.237863,0.110256,0.12760645151138306,,0.239721,0.295631,0.711161,4.32761,204.70000000000002,3.8622641509433966,200.0,3.7735849056603774,0.460892,0.240496,999.0,1,AL,Chase Silseth,681217,30074,30074
BOS,Red Sox,2,2,2,29,,,,39.0,171,35,19,18,3,43,19,,1,4.07085,1.39078,9.95081,4.42932,2.24658,0.743277,0.253119,0.112669,0.14045026153326035,,0.232964,0.305732,0.705114,3.52953,186.70000000000005,4.787179487179488,182.0,4.666666666666667,0.460038,0.297715,999.0,3,AL,Jovani Morán,663558,20422,20422
MIA,Marlins,3,4,9,32,,,,80.0,350,81,42,38,9,62,32,,3,4.33097,1.41688,7.02201,3.57795,1.96258,1.0414,0.178001,0.0906976,0.0873035416007042,,0.257939,0.295697,0.712268,4.37325,289.70000000000005,3.6212500000000007,302.0,3.775,0.459091,0.612486,999.0,20,NL,Tyler Phillips,663969,20629,20629
ARI,Diamondbacks,4,2,0,42,,,,42.0,176,37,18,17,4,44,15,,1,3.57922,1.25789,9.45746,3.24005,2.91892,0.758932,0.2483,0.0850658,0.1632343754172325,,0.234042,0.301177,0.72433,3.31676,205.40000000000003,4.890476190476191,198.0,4.714285714285714,0.4583,0.445514,556.52001953125,15,NL,Kevin Ginkel,656464,19876,19876
CHW,White Sox,3,4,2,46,,,,49.0,209,47,25,23,6,49,17,,2,4.20492,1.30981,9.05149,3.18388,2.84291,1.07349,0.23482,0.0825986,0.15222187340259552,,0.246121,0.303237,0.701744,3.86977,207.60000000000002,4.236734693877551,208.0,4.244897959183674,0.457037,0.123106,999.0,4,AL,Brandon Eisert,685126,27668,27668
CHC,Cubs,4,3,2,38,,,,44.0,185,36,19,18,4,50,18,,3,3.61743,1.2335,10.205,3.78463,2.69643,0.89209,0.26931,0.0998767,0.16943373531103134,,0.218326,0.28661,0.727679,3.61572,219.80000000000004,4.995454545454546,205.0,4.659090909090909,0.453907,0.493034,91.05999755859375,17,NL,Daniel Palencia,694037,27914,27914
ATL,Braves,3,3,10,22,,,,67.0,293,65,36,33,9,63,28,,3,4.36459,1.3749,8.44675,3.69931,2.28333,1.22429,0.215936,0.0945705,0.12136542797088623,,0.247639,0.293802,0.715753,4.38879,249.09999999999997,3.7179104477611937,251.0,3.746268656716418,0.450603,0.496727,369.45001220703125,16,NL,Grant Holmes,656550,16944,16944
STL,Cardinals,4,5,6,39,,,,77.0,330,75,41,38,9,65,28,,3,4.41382,1.34378,7.59821,3.28444,2.3134,1.02933,0.195804,0.0846392,0.11116492003202438,,0.250731,0.293504,0.684917,4.15661,301.1000000000001,3.9103896103896116,305.0,3.961038961038961,0.448955,0.242798,733.6699829101562,28,NL,Kyle Leahy,681517,24763,24763
MIL,Brewers,2,2,9,25,,,,53.0,232,47,27,25,6,54,28,,3,4.28214,1.4167,9.28437,4.72868,1.96341,0.980337,0.234897,0.119637,0.11525984853506088,,0.233705,0.292668,0.711543,4.22184,211.20000000000005,3.9849056603773594,202.0,3.811320754716981,0.447612,0.471118,999.0,23,NL,DL Hall,669084,22207,22207
MIL,Brewers,3,3,4,49,,,,57.0,242,54,28,26,6,51,19,,2,4.01452,1.2672,8.04392,2.96467,2.71326,0.988223,0.210989,0.0777621,0.13322682678699493,,0.242465,0.289086,0.702623,3.88014,246.59999999999994,4.326315789473683,246.0,4.315789473684211,0.4437,0.367894,999.0,23,NL,Angel Zerpa,672582,22717,22717
NYM,Mets,3,4,4,40,,,,56.0,241,53,29,27,8,60,20,,1,4.25534,1.29681,9.63318,3.15772,3.05068,1.25882,0.250549,0.0821289,0.16841966658830643,,0.242857,0.300231,0.711067,3.94353,235.2000000000001,4.200000000000002,233.0,4.160714285714286,0.439152,0.158069,733.510009765625,25,NL,Luke Weaver,596133,16918,16918
CHW,White Sox,2,4,7,26,,,,59.0,262,57,34,31,7,52,30,,4,4.7345,1.46957,7.90385,4.50066,1.75615,1.07734,0.197803,0.112634,0.08516879379749298,,0.249987,0.295039,0.689541,4.6197,204.3,3.46271186440678,206.0,3.4915254237288136,0.433695,0.0264267,999.0,4,AL,Chris Murphy,669684,26214,26214
NYY,Yankees,3,3,0,47,,,,56.0,236,47,27,25,6,63,22,,6,4.07112,1.24508,10.0935,3.59494,2.80769,0.904054,0.265658,0.094618,0.17104024440050125,,0.228016,0.299665,0.682149,3.73666,260.4000000000001,4.650000000000001,244.0,4.357142857142857,0.433554,0.15997,999.0,9,AL,Jake Bird,656234,21267,21267
MIN,Twins,2,2,0,42,,,,51.0,222,46,24,22,5,52,23,,2,3.92268,1.35784,9.18801,4.07196,2.25641,0.893279,0.235666,0.104443,0.13122325390577316,,0.235968,0.296725,0.725324,3.86858,225.30000000000004,4.417647058823531,219.0,4.294117647058823,0.432447,0.254402,999.0,8,AL,Eric Orze,679358,27626,27626
SEA,Mariners,3,3,11,23,,,,72.0,309,72,38,35,9,62,22,,6,4.3979,1.31099,7.76741,2.79268,2.78134,1.18058,0.201682,0.0725125,0.1291695088148117,,0.257772,0.301093,0.691752,4.30577,274.9000000000001,3.818055555555557,283.0,3.9305555555555554,0.429806,0.233311,999.0,11,AL,Cooper Criswell,681867,24975,24975
NYY,Yankees,4,3,1,43,,,,40.0,174,33,19,17,5,57,22,,3,3.83697,1.35044,12.6898,4.85678,2.6128,1.05132,0.325044,0.124404,0.20063956826925278,,0.217331,0.314887,0.747356,3.65504,187.7,4.6925,174.0,4.35,0.426308,0.186709,999.0,9,AL,Fernando Cruz,518585,7048,7048
